"","nbsp","sing.sp","FEve","FDis","RaoQ","CWM.tachaqua_egg","CWM.tachaqua_larva","CWM.tachaqua_nymph","CWM.tachaqua_adult","CWM.tachdisp_aquapass","CWM.tachdisp_aquaact","CWM.tachdisp_aerpass","CWM.tachdisp_aeract","CWM.tachfeed_abs","CWM.tachfeed_dpf","CWM.tachfeed_shr","CWM.tachfeed_scr","CWM.tachfeed_fif","CWM.tachfeed_pie","CWM.tachfeed_pre","CWM.tachfeed_par","CWM.tachfood_mior","CWM.tachfood_detl1","CWM.tachfood_dpg1","CWM.tachfood_limi","CWM.tachfood_lima","CWM.tachfood_dag1","CWM.tachfood_lmic","CWM.tachfood_lmac","CWM.tachfood_vert","CWM.tachlifedur_less1","CWM.tachlifedur_gr1","CWM.tachloco_flr","CWM.tachloco_ssw","CWM.tachloco_wsw","CWM.tachloco_crw","CWM.tachloco_bur","CWM.tachloco_int","CWM.tachloco_tat","CWM.tachloco_pat","CWM.tachsize_less0.25","CWM.tachsize_0.25to0.5","CWM.tachsize_0.5to1","CWM.tachsize_1to2","CWM.tachsize_2to4","CWM.tachsize_4to8","CWM.tachsize_gr8","CWM.tachrepcyc_less1","CWM.tachrepcyc_one","CWM.tachrepcyc_gr1","CWM.tachrepro_ovo","CWM.tachrepro_fie","CWM.tachrepro_cie","CWM.tachrepro_fic","CWM.tachrepro_frc","CWM.tachrepro_vec","CWM.tachrepro_tec","CWM.tachrepro_ase","CWM.tachresist_egg","CWM.tachresist_coc","CWM.tachresist_hou","CWM.tachresist_did","CWM.tachresist_non","CWM.tachrespir_teg","CWM.tachrespir_gil","CWM.tachrespir_pls","CWM.tachrespir_spi","CWM.tachrespir_ves"
"LTR133_2014_7.10.2014",39,34,0.636976738212369,7.10566181006831,0.161843952269707,0.419737623779261,0.259685398974579,0.0718627780422466,0.248714199203914,0.433462072489819,0.286271909119206,0.103643528770489,0.176622489620486,0.00371519328723428,0.0796231829509859,0.223339192077466,0.293508308727611,0.236954587001491,0.0271307960332351,0.125698432518311,0.0100303074036658,0.00530342243052838,0.152611499713787,0.170772617879783,0.304225661303878,0.0815927581431211,0.0541027257607933,0.0956989139087205,0.11786876108453,0.0178236397748593,0.606425891181989,0.393574108818011,0.00747788796569284,0.054088492808005,0.0755528008608882,0.542534396497811,0.169221188530019,0.0357534314163934,0.11487807229345,0.000493729627740849,0.00219292902162139,0.0824833702856897,0.421884822496948,0.29093345679025,0.143346897004792,0.0569655953790777,0.00219292902162139,0.0868667917448405,0.730159474673298,0.182973733581861,0.162705857827809,0.0105440900562852,0.186041275797373,0.522447362935168,0.0358036272670419,0.0603189493433396,0.00712945590994371,0.0150093808630394,0.0693245778611632,0.0663834013897648,0,0.411641483516484,0.452650537232588,0.488215258717226,0.475534406251951,0.014339319217368,0.0219110158134548,0
"LTR133_2015_6.10.2015",51,45,0.601870746841191,6.62486272194142,0.140758380358581,0.367580055780313,0.358779057537375,0.201597526597285,0.0720433600850265,0.273604323596366,0.233786620344772,0.171519381678285,0.321089674380576,0.00129650740096137,0.108905745589041,0.402759040226699,0.292103981234518,0.0303574982585332,0.110769728331177,0.0516928606866051,0.00211463827246492,0.00892528572687305,0.163456616037879,0.168339891161674,0.280536441929668,0.251790834944376,0.021756956928367,0.0325489964325194,0.0658532562694323,0.00679172056921087,0.759993531694696,0.240006468305304,0.0234060247643689,0.0121419330992423,0.0735923735610575,0.711704552454876,0.0486137724660803,0.039828954662206,0.0905129901083206,0.000199398883848536,0.000831076781180804,0.249480511897962,0.411679033345856,0.235739656869572,0.0703190563530419,0.031168547487098,0.000782117265289078,0.0888206123329021,0.671869340234525,0.239310047432573,0.0237458674716113,0.0478366338276471,0.112496367797825,0.727171835782289,0.0435532557136697,0.0148771021992238,0.0244178525226391,0.00590108468509496,0.0359814585148071,0.0302127453616452,0.000250891842087623,0.083546804739758,0.850008099541702,0.488439081451561,0.427334343054075,0.0507299944557383,0.033496581038625,0
"LTR133_2016_4.10.2016",10,9,0.732118036607221,7.55792856042767,0.183592753256863,0.391782407407407,0.350115740740741,0,0.258101851851852,0.406018518518519,0.26712962962963,0.108796296296296,0.218055555555556,0,0.00868055555555556,0.141782407407407,0.222222222222222,0.359375,0.0972222222222222,0.129050925925926,0.0416666666666667,0,0.194854797979798,0.0299873737373737,0.381786616161616,0,0.0328282828282828,0.111805555555556,0.16540404040404,0.0833333333333333,0.369444444444444,0.630555555555556,0.05,0.0423611111111111,0.0354166666666667,0.386458333333333,0.278819444444444,0.0833333333333333,0.123611111111111,0,0,0.243055555555556,0.347222222222222,0.0902777777777778,0.234722222222222,0.0847222222222222,0,0.135416666666667,0.697916666666667,0.166666666666667,0.333333333333333,0.0138888888888889,0.157638888888889,0.477777777777778,0.0173611111111111,0,0,0,0.25,0.125,0,0.291666666666667,0.333333333333333,0.361276455026455,0.486607142857143,0.111772486772487,0.0403439153439153,0
"LTR133_2017_3.10.2017",13,11,0.345658594536317,6.22541052140869,0.121070100645676,0.404850746268657,0.244402985074627,0.0870646766169154,0.263681592039801,0.430721393034826,0.291915422885572,0.134328358208955,0.143034825870647,0,0,0.0944029850746269,0.252611940298507,0.42294776119403,0.104477611940299,0.125559701492537,0,0,0.0981062055688921,0.0971169792065314,0.302889150650345,0.11714736341602,0.0327210103329506,0.139554144031756,0.212465146793505,0,0.542910447761194,0.457089552238806,0,0,0.0350746268656716,0.486460554371002,0.201066098081023,0.0164179104477612,0.260980810234542,0,0,0,0.358955223880597,0.513059701492537,0.126492537313433,0.00149253731343284,0,0.0533582089552239,0.79365671641791,0.152985074626866,0.171641791044776,0.00186567164179104,0.204601990049751,0.614427860696517,0,0.00746268656716418,0,0,0.0485074626865672,0.0447761194029851,0,0.401119402985075,0.505597014925373,0.507960199004975,0.422388059701493,0.0348258706467662,0.0348258706467662,0
"LTR133_2020_6.10.2020",17,14,0.686621351225392,7.15606059475879,0.155382343860036,0.36006600660066,0.308580858085809,0.148514851485149,0.182838283828383,0.34869807863773,0.303879708856425,0.136100791736292,0.211321420769552,0,0.0381759329779132,0.118107387661843,0.21048489464331,0.250729880680376,0.15049504950495,0.226675552170602,0.00533130236100533,0.00396039603960396,0.185953403032611,0.0788650018848039,0.184209959457484,0.0328530930016079,0.0714719548877965,0.163753490733689,0.259130720764384,0.0198019801980198,0.573267326732673,0.426732673267327,0.0191890617633192,0.0504950495049505,0.145685997171146,0.476756247053277,0.121782178217822,0.0364922206506365,0.14959924563885,0,0,0.0869401225797265,0.323243752938802,0.256152758136917,0.236633663374257,0.097029702970297,0,0.107920792079208,0.656435643572119,0.235643564348673,0.0154015401540154,0.0264026402640264,0.133663366336634,0.493674367436744,0.148514851485149,0.155940594059406,0.0264026402640264,0,0.099009900990099,0.0297029702970297,0,0.544554455445545,0.326732673267327,0.52966653808238,0.278378552140928,0.0495049504950495,0.142449959281642,0
"LTR1348_2010_7.10.2010",22,20,0.504608248179267,6.25161375315449,0.128134177206011,0.455381598792784,0.455381598792784,0.0166666666666667,0.0725701357477647,0.342023174656233,0.247289134572239,0.0902573527312281,0.3204303380403,0.0031683168353534,0.202557335736138,0.354681118879699,0.129750425810015,0.0702615384615385,0.172,0.0674274181234103,0.000153846153846154,0.00570592150233575,0.235263060232593,0.21654839656361,0.215755512254194,0.0441619321854616,0.011387012987013,0.0463448828014955,0.223233281473297,0.0016,0.610333333333333,0.389666666666667,0.00247619047619048,0.00133333333333333,0.145157603691171,0.492338248848526,0.227482059990949,0.102173967171916,0.0286175438613777,0.000421052626537396,0.00187012986963873,0.0392961038945162,0.327474361848261,0.470211352442742,0.151537662335926,0.00774025973927745,0.00187012986963873,0.163333333333333,0.709311794872019,0.127354871794648,0.000444444444444444,0.024613052627856,0.717341614036151,0.236134222224882,0.00866666666666667,0,0,0.0128,0.148554385960657,0.0222117647051914,0,0.359288972434269,0.469944876899882,0.39543251231659,0.471138916254839,0.0594285714285714,0.074,0
"LTR1348_2012_3.10.2012",31,27,0.611703921085212,7.24065518598146,0.172118165595771,0.385471704028195,0.325109530989966,0.112005365526492,0.177413399455346,0.374611261056966,0.230994484247966,0.150249477930578,0.24414477676449,0.0125040673202934,0.166319013227887,0.235012885616507,0.302400812463801,0.210833376326334,0.0355466130114017,0.0333148657923717,0.00406836624140447,0.0174343659248743,0.234073634663397,0.117493999033234,0.351361183500161,0.140902208306635,0.0119584640711401,0.0787524350767311,0.0480237094238263,0,0.628660854012967,0.371339145987033,0.01520232506148,0.0119047619047619,0.0656550413683299,0.482076985723867,0.1576995809591,0.105303773337331,0.160763200764159,0.00139433088097142,0.00619300216723086,0.152877655538312,0.377054752769443,0.367985477555924,0.0723735091454613,0.0167610920700216,0.00675451075360687,0.0635758998435055,0.72082606751711,0.215598032639385,0.114799910574558,0.0371605186675609,0.202056114464565,0.581194723898949,0.0167672702883971,0,0.00563380281690141,0.0423876592890677,0.0709255533199195,0.0755671282574665,0,0.235006866596404,0.61850045182621,0.499262515436314,0.446667030090817,0.044569001309444,0.009501453163425,0
"LTR1348_2013_10.10.2013",28,27,0.578822022743125,7.54386068206376,0.180643150852979,0.370892878456341,0.394049353276485,0.158947841726619,0.0761099265405558,0.303378532395893,0.254176476230356,0.168686629641038,0.273758361732714,0.00587648693607588,0.117112402997765,0.294811842833426,0.131918981185376,0.164274349750968,0.150629496402878,0.129704054724724,0.00567238516878805,0.0124892591741978,0.228428036797671,0.157020552389257,0.168385316231558,0.131158384980327,0.0116312793920708,0.0907370920336422,0.189718424325017,0.010431654676259,0.575179856115108,0.424820143884892,0.00650907845152449,0.000899280575539568,0.118944844129776,0.454492120589243,0.180703895538475,0.0754975342961708,0.162172292244601,0.000780954174670305,0.0210046248706204,0.143007022948792,0.37619904077068,0.26473535457867,0.17709403905391,0.01449126412973,0.0034686536475988,0.222182254196643,0.502925659475444,0.274892086327914,0.0761390887290168,0.0314112709832134,0.254089928057554,0.512580335731415,0.0562350119904077,0.037410071942446,0.00839328537170264,0.0237410071942446,0.122841726618705,0.0555861193385407,0,0.24997430626927,0.571597847773484,0.579902159779327,0.338467689795558,0.025779376498801,0.0558507739263135,0
"LTR1348_2014_9.10.2014",27,26,0.584961276745863,6.89623373862083,0.148565876530911,0.407344632768362,0.415254237288136,0.0263653483992467,0.151035781544256,0.358824320688727,0.222710967626222,0.0417159895973455,0.376748722087705,0,0.0421344192530633,0.222159855210703,0.360725903098784,0.0682203389830509,0.138418079096045,0.168341404358354,0,0.00158782910527676,0.183459798390008,0.0749318547299604,0.378504844643927,0.0255301661707444,0.00489658646438307,0.0417027730587053,0.28825620393417,0.00112994350282486,0.30969868173258,0.69030131826742,0.0676620930858219,0.00141242937853107,0.0556698950766747,0.525686037126715,0.248190745224644,0.0705743879472693,0.029862792574657,0.000941619585687382,0,0.127118644067797,0.46024011299435,0.15021186440678,0.253954802259887,0.00847457627118644,0,0.243785310734463,0.719585687382298,0.0366290018832392,0.00564971751412429,0.0476261274655565,0.377143423530578,0.542744573297651,0.00141242937853107,0.00564971751412429,0.019774011299435,0,0.194538606403013,0.00564971751412429,0,0.219256120527307,0.580555555555556,0.276419155232715,0.462684960990046,0.211460855528652,0.0494350282485876,0
"LTR1348_2015_1.10.2015",34,31,0.581853172949013,6.78313131075061,0.14219400745354,0.340759075907371,0.40027502750297,0.171287128712871,0.0876787678767877,0.30095171217177,0.2293887019073,0.172811684551291,0.296847901369639,0,0.138599958897933,0.209116406144403,0.248425996446758,0.0447321655242447,0.292079207920792,0.0641267423443661,0.00291952272150292,0.00574704086771776,0.244353727835629,0.0593569285594798,0.315935794467497,0.186473390928688,0.00682568256810831,0.0343375363176353,0.144989700435443,0.00198019801980198,0.672662266226623,0.327337733773377,0.0404683325475405,0.00201686835368537,0.125903788537946,0.497924239429355,0.0796761857414046,0.0602262069522246,0.193784378437844,0,0.0676567656765677,0.309341112680528,0.429756350014901,0.134122716461007,0.0518623290943894,0.00726072607260726,0,0.0625962596259626,0.638244538743839,0.299159201630198,0.0249358269160249,0.0193127207407672,0.172479879568033,0.697848030420939,0.0514301430143014,0.0099009900990099,0.0240924092409241,0,0.0552900026790197,0.0033003300330033,0,0.113487100594037,0.82792256669394,0.558612289800409,0.284032688983184,0.12022630834512,0.0371287128712871,0
"LTR1348_2016_11.10.2016",22,20,0.610584954712296,7.67441017563896,0.185647479814561,0.384619985812792,0.32569141438422,0.0719246031746032,0.217763996628385,0.445159880977356,0.264214994706075,0.124594720925701,0.166030403390869,0.0111975483392326,0.221006963339749,0.121764346764347,0.323494526642108,0.199309371184371,0.0520833333333333,0.066794093547042,0.00434981684981685,0.0304951488717166,0.235796346522683,0.0759700121307264,0.373410515617892,0.0697423112601684,0.0444704600954601,0.069745489588429,0.0973935254367334,0.00297619047619048,0.580505952380952,0.419494047619048,0.0158730158730159,0.0282738095238095,0.113892431982462,0.451016865079365,0.173423327680181,0.101385345791243,0.114647108849646,0.00148809522027726,0.00660946196486901,0.152821583171393,0.465936147194046,0.248009431054214,0.0856640383399182,0.0343498763106904,0.00660946196486901,0.0223214285714286,0.6745833333375,0.303095238091071,0.151124338624339,0.0671468253968254,0.213930555555556,0.463284391534392,0.0592757936507936,0,0,0.0452380952380952,0.100892857142857,0.0933823529387346,0,0.316284013605442,0.489440776312966,0.488909903046338,0.436543611692891,0.0576814058956916,0.0168650793650794,0
"LTR1348_2017_3.10.2017",22,20,0.504359768396154,7.98594275445415,0.214176833046343,0.343240093240093,0.39044289044289,0.0868298368298368,0.179487179487179,0.392450907495643,0.254157162798367,0.130662466185901,0.22272946352009,0.0140831390786713,0.134568423025494,0.121220126027818,0.258322873709723,0.28439349112426,0.101398601398601,0.0837271702723334,0.00228617536309844,0.0151348651299415,0.224988851478148,0.0537943408572779,0.361264696838748,0.07386459694152,0.013141404050495,0.0988945786210129,0.158916666082857,0,0.512937062937063,0.487062937062937,0.0192307692307692,0.00932400932400932,0.113407425908349,0.349625374625375,0.210277222766606,0.124887612391305,0.171811521805983,0.00143606394760374,0.00468236275941959,0.132222617263728,0.387769762980413,0.330964554384457,0.112129618294921,0.0263871262992157,0.00584395801784592,0.0531468531468531,0.59597902098235,0.350874125870797,0.21989121989122,0.0343598709004738,0.189528420298722,0.44034277687642,0.0413752913752914,0.0034965034965035,0.0323426573426573,0.038663259818712,0.147377622377622,0.0978862046962515,0,0.245729270729271,0.509006902196855,0.461172161172161,0.437512487512488,0.0727605727605728,0.0285547785547786,0
"LTR1348_2020_7.10.2020",32,26,0.681264960260209,7.52271554616515,0.177102258895976,0.399641779787801,0.303199092040766,0.0638998682476943,0.233259259923739,0.435630083105422,0.312092401633322,0.0948372248101262,0.15744029045113,0.00633324202576881,0.094684677500259,0.152710695101999,0.25519645729113,0.228001165501166,0.0894409937888199,0.170288287185506,0.00334448160535117,0.00990826706695837,0.186154436259842,0.11448161796482,0.278569744699115,0.0501778935820438,0.0653296884275145,0.10696012941915,0.188418222580557,0,0.538438735177866,0.461561264822134,0.0151515151515152,0.04199604743083,0.147404950127379,0.444868718238283,0.196021798573997,0.0605502144625577,0.0930409026541657,0.000965853361271427,0.00403982247511997,0.0705736011006534,0.331053588063481,0.312678088467973,0.189274977143082,0.0885644819294174,0.00381544082027232,0.0825757575757576,0.62693675889815,0.290487483526092,0.175669740887132,0.0188145332931099,0.206492246883709,0.394837809532751,0.0952239789196311,0.0803359683794466,0,0.0286257221042198,0.0736166007905138,0.0569212233916997,0,0.53910220214568,0.330359973672106,0.513965744402889,0.380161867116026,0.0571240353849049,0.0487483530961792,0
"LTR137_2010_27.9.2010",14,14,0.764468454399056,7.56355070249993,0.181676051625972,0.333772087314274,0.405780895731206,0.147065220346356,0.113381796608165,0.370337044774258,0.210515359464345,0.187893230336996,0.2312543654244,0.0151490559067444,0.274913191201205,0.202118737364639,0.126909679787512,0.130517023959647,0.130757220921155,0.1143807823261,0.00525430853299706,0.0317058296265881,0.280832731454214,0.0950724828003823,0.214511653809831,0.148551438347669,0.0226385636221702,0.085201433725532,0.114928489564433,0.00655737704918033,0.648360655737705,0.351639344262295,0.0156128024980484,0,0.163231850130182,0.429664324746292,0.189681854931851,0.10112371089804,0.0986722270238913,0.0020132297716952,0.00894187779198844,0.29860549285684,0.33424526294242,0.189993612957729,0.131552054501287,0.0277198211577474,0.00894187779198844,0.0560109289617486,0.429562841537705,0.514426229500546,0.129933211900425,0.0746885245901639,0.191715846994536,0.357482759722622,0.0910746812386157,0.0846994535519126,0.0092033362093759,0.0612021857923497,0.116939890710383,0.106203792989303,0,0.222521467603435,0.554334848696879,0.51544082240021,0.405324204922194,0.0218579234972678,0.0573770491803279,0
"LTR137_2012_25.9.2012",25,19,0.604909506158691,6.53621963665372,0.141147822559143,0.328457091997475,0.377873409104749,0.211540337528046,0.0821291613697296,0.29279130754931,0.246072737097754,0.102177693683119,0.358958261669817,0.00496128044751689,0.109436719369512,0.209243225909893,0.315277550160276,0.160759175465058,0.0413943355119826,0.153816266847845,0.00511144628791688,0.0132039131285412,0.185736067856661,0.13364776682875,0.323912047591985,0.0666255790593303,0.0253855077384489,0.114222023385409,0.122265538232846,0.0150015561780268,0.77523602033406,0.22476397966594,0.0315904139433551,0.0190631808278867,0.137781408864126,0.560457516339869,0.0450120399106731,0.0574828956862999,0.147953216376976,0.000659328050814278,0.00292844410414561,0.113267125025727,0.269016141808049,0.40431096681784,0.167705061827227,0.0398438163128664,0.00292844410414561,0.0265068990559187,0.687567175025598,0.285925925918484,0.0435245703219559,0.0333071895424837,0.0917080610021787,0.623947661455745,0.0989469862018882,0.0610021786492375,0.0275197798417613,0.0200435729847495,0.0432098765432099,0.0543893374332382,0,0.161868451084137,0.740532334939415,0.469803349183373,0.431815075964464,0.0545907251789605,0.0437908496732026,0
"LTR137_2013_10.10.2013",39,33,0.663101431864792,7.31767981803842,0.167998435915425,0.370089247336381,0.355970076351925,0.0939119170984456,0.180028759213248,0.390917513986554,0.254762489130679,0.136145220563309,0.218174776319458,0.00359103268255728,0.0840749877546595,0.213947503273928,0.219498807590314,0.306569682476418,0.0803108808290156,0.0911701185457573,0.000836986847349542,0.0110129580843635,0.237594918039197,0.108696852945558,0.310364386974934,0.096332142238878,0.0201009583393003,0.0976209193819766,0.116204325135689,0.00207253886010363,0.612524056254626,0.387475943745374,0.0149173451764125,0.015699481865285,0.0620231926998698,0.462334073525783,0.179085083179318,0.0820224784715746,0.183441115744684,0.000477229337072826,0.0119642016009506,0.165788977859225,0.318806720052897,0.358032658190947,0.120913801223699,0.0223739990568235,0.0021196420154584,0.0752331606217617,0.673523316063395,0.251243523314844,0.211744386873921,0.0369188255613126,0.169582037996546,0.467851468048359,0.0291018998272884,0.0300518134715026,0.0402417962003454,0.0145077720207254,0.0994060700312534,0.0457327550741912,0.000114841980123602,0.304736076453858,0.550010256460574,0.44219240827216,0.47580996931571,0.0389834690352825,0.0430141533768477,0
"LTR137_2014_30.9.2014",25,22,0.70117476763495,7.07403689413892,0.159643315378012,0.396590538501325,0.281218916879703,0.0926238738738739,0.229566670745098,0.446842008489122,0.268819611779727,0.116775892430512,0.16756248730064,0.00610263729620506,0.136472731029329,0.200243787743788,0.265615125512496,0.204417879417879,0.027027027027027,0.157522059374524,0.0025987525987526,0.0124770555054269,0.184568134574446,0.116122784872785,0.245272424371058,0.14856792981793,0.0467237154737155,0.125049678017963,0.121218277366676,0,0.606418918918919,0.393581081081081,0,0.0185810810810811,0.120559845564624,0.545093307593308,0.188414448288628,0.0484572918723954,0.0779414753118854,0.000952550288078544,0.00394581617180102,0.118093735993102,0.374799439320315,0.298237110960027,0.192384218421985,0.00884957718924118,0.0036901019435287,0.0614864864864865,0.562905405409189,0.375608108104324,0.288142820575262,0.0514837343891718,0.0858736798957198,0.401969534140004,0.0463591507918861,0.0965463431621411,0.00140671412897586,0.0282180229168392,0.0354647688937832,0.054736307969995,0.000140400140396042,0.302055778796901,0.607602744198925,0.417381174279954,0.580688323789544,0,0.00193050193050193,0
"LTR137_2015_5.10.2015",34,31,0.51737152147364,6.51782990269632,0.133257379658868,0.414226633581472,0.219747725392887,0.0871588089330025,0.278866832092639,0.453929644210189,0.265982885253652,0.141207858353521,0.138879612182637,0,0.0626325907343277,0.116382852052827,0.365479598978358,0.307328052427308,0.048014888337469,0.0972988756487516,0.0028631418209582,0.00443105281814959,0.186333400539356,0.113868000623584,0.33018845298622,0.130572360504122,0.0365558655571062,0.102407473282163,0.0919213093220537,0.00372208436724566,0.608312655086849,0.391687344913151,0.011048091693253,0.0124069478908189,0.0159399740044901,0.56717771475836,0.199237858915278,0.0300218598605695,0.16416755287723,0,0,0.197678128322084,0.434603568472126,0.23218125960182,0.109978730948883,0.0255583126550868,0,0.0754755996691481,0.695905707198392,0.22861869313246,0.18610479156385,0.0176919283767518,0.108928270457828,0.603357500040171,0.0388291874694231,0.0449039361356467,0.000172203218435424,1.21827378939575e-05,0.0830841900713647,0.00261135096158365,1.71871139608058e-05,0.38669263698849,0.527594634864601,0.480077986529599,0.487752570010635,0.0265863169088976,0.00558312655086849,0
"LTR137_2016_10.10.2016",35,32,0.661370899284313,5.25497901963967,0.10294023625405,0.44448148148195,0.43837037037037,0.0382407407407407,0.0789074074069387,0.33959836563407,0.244789922292175,0.105655676001204,0.309956036072551,0,0.15408689458719,0.130571225070732,0.532341880342078,0.0443148148148148,0.0455555555555556,0.0931296296296296,0,0.00105393112364488,0.175055802547308,0.126966738914015,0.402957462615634,0.0897513967513967,0.0711993931993932,0.0291437019770353,0.103316017316017,0.000555555555555556,0.765523809523809,0.23447619047619,0.0258201058201058,0.00111111111111111,0.231153268476473,0.543128690903093,0.0485395972001244,0.098617596859463,0.0516296296296296,0,0.00666666666666667,0.117814814814815,0.565120051085568,0.223954022988506,0.0797777777777778,0.00666666666666667,0,0.0394444444444444,0.618145299145299,0.342410256410256,0.0125925925925926,0.00916959064198215,0.235120857700174,0.692894736843029,0.00703703703703704,0.0168888888888889,0.0262962962962963,0,0.274590643273376,0.0511111111111111,0,0.0715847953227455,0.602713450292767,0.411706108706109,0.482512265512266,0.074899470898582,0.0308821548830438,0
"LTR137_2017_2.10.2017",21,18,0.606696584575282,7.80379342892984,0.195074439699356,0.386247965782766,0.365633930695046,0.0734649122807018,0.174653191241486,0.470830742245585,0.240235300056015,0.0983242096421405,0.19060974805626,0.0149817613513832,0.17176038201796,0.153559379217274,0.274198550916783,0.150202429149798,0.0559210526315789,0.175580898156519,0.00379554655870445,0.0201836558509195,0.185567612228473,0.0992652084757348,0.297280575696193,0.0857627022100706,0.0290954659375712,0.0718286494812179,0.21101613011982,0,0.578618421052632,0.421381578947368,0.00109649122807018,0.0148026315789474,0.128782894749784,0.419517543859649,0.220628462624993,0.120019621403585,0.0931613573488938,0.00199099720607733,0.00884313055133443,0.109894053305319,0.392233424480884,0.280824219652118,0.146368762812481,0.0529932786465285,0.00884313055133443,0.110855263157895,0.512894736847632,0.376249999994474,0.142543859649123,0.0791973684210526,0.214763157894737,0.389811403508772,0.0855263157894737,0.0223684210526316,0.00526315789473684,0.0605263157894737,0.246710526315789,0.105030959749055,0,0.232847744360902,0.415410769574253,0.533970702624853,0.406192204643318,0.0181704260651629,0.0416666666666667,0
"LTR137_2020_8.10.2020",27,23,0.53182748461751,7.10035815350622,0.172343839871654,0.30076479343308,0.420026007153396,0.187335092348285,0.0918741070652388,0.377334969522767,0.232180573961626,0.162234742515332,0.228249714000275,0.0112333133179581,0.268671615493174,0.212265746566538,0.219871007794647,0.100162370610919,0.0131926121372032,0.162983687235638,0.0116196468439213,0.0277576266817101,0.248726998607162,0.0708657437549258,0.23370035496908,0.143630709659733,0.026101668779769,0.115371724378514,0.129227758921084,0.00461741424802111,0.742084432717678,0.257915567282322,0.00188465887674331,0.0118733509234828,0.241361980157963,0.449676466892826,0.137715330558548,0.0879181793396075,0.0617447312273214,0.00782530202350825,0.00663057259189192,0.110958434691771,0.481786770832809,0.258620315495581,0.101531713678235,0.0338416201178208,0.00663057259189192,0.0319261213720317,0.467704485504084,0.500369393123884,0.216710642040457,0.0842779243623571,0.115489885664028,0.255377308707124,0.197009674582234,0.0857519788918206,0,0.0453825857519789,0.0464379947229551,0.0840291789514537,0,0.173690162080663,0.695842664244928,0.534833045223492,0.453293603853025,0,0.0118733509234829,0
"LTR1438_2010_7.10.2010",28,24,0.650126386154043,6.30447314314821,0.12751030884391,0.379016064257028,0.391064257028112,0.137550200803213,0.0923694779116466,0.361119600027884,0.307496053801283,0.105035851794926,0.226348494375907,0,0.0320355598220338,0.716642945406688,0.111650999602807,0.0317539388322521,0.0232358003442341,0.0719374751764153,0.01274328081557,0.00118569516159878,0.0983356502930024,0.498169668349694,0.147882856768138,0.0425090973292893,0.0422799422802472,0.0625380977796715,0.0817977872190819,0.0253012048192771,0.657228915662651,0.342771084337349,0.00849110728628801,0.00180722891566265,0.112075613377371,0.738664321149928,0.0382559650369818,0.052713796362283,0.0479919678714859,0,0,0.0733792312100402,0.235359927101995,0.511914886437363,0.155249569708434,0.0240963855421687,0,0.130622489959839,0.609337349398271,0.26004016064189,0.208333333334651,0.0135542168679091,0.223795180720695,0.506124497992407,0.0120481927710843,0.0301204819277108,0.00602409638554217,0,0.0376572916691953,0.0364600869730013,4.17253429289441e-05,0.0945007994359119,0.831340096578963,0.509323006310958,0.450659781985083,0.0163511187607573,0.0236660929432014,0
"LTR1438_2012_3.10.2012",32,27,0.674929033243949,6.64826861100066,0.146620112257712,0.375706474904365,0.352815151176185,0.155208543026678,0.116269830892773,0.319682801820524,0.236937683239268,0.123025354008013,0.320354160932196,0.00564680746185336,0.0981513337478735,0.340422964960537,0.249655652024813,0.159425176621708,0.0578420038535645,0.0738822105176493,0.0149738508120011,0.0173317172134236,0.200249086802003,0.134628385446405,0.269986009254945,0.146402158930989,0.0217902842180299,0.0873402689813337,0.122272089152872,0,0.642562620423892,0.357437379576108,0.0189595375722543,0.0142967244701349,0.0975401413022445,0.603963207633728,0.12005237081938,0.0535929418853714,0.0908446453351006,0.000750430981786303,0.00333308310099387,0.0830242974725385,0.322214798694915,0.456513525014136,0.124915046414435,0.00666616620198775,0.00333308310099387,0.0933461785484907,0.715141939627489,0.191511881824021,0.0774566473988439,0.0443810026028462,0.163812378731028,0.645846776865091,0.0262042389210019,0.00780346820809249,0.0116823851536355,0.0228131021194605,0.0738728323699422,0.0611674033763046,0,0.277745664739884,0.587214099513869,0.460589645999611,0.455503573561817,0.0495091292779154,0.0343976511606569,0
"LTR1438_2013_10.10.2013",29,23,0.667041301239455,6.80192611719204,0.149282332005698,0.353214385707174,0.395962223365191,0.185462408516301,0.0653609824113342,0.359109707536404,0.232139873503936,0.10164483063628,0.30710558832338,0.00573111203999804,0.100656942383524,0.318488298129017,0.267312468230108,0.162989405803777,0.0229540918163673,0.119334286848245,0.00253339474896361,0.015891487194212,0.183350016589718,0.130455888090619,0.306374793199495,0.0932505618134361,0.0114472353993312,0.112083929776156,0.147146087937033,0,0.630096948959224,0.369903051040776,0.0218230206254158,0.00858283433133732,0.0809999049569514,0.534207774926338,0.101929724518955,0.10609557825999,0.145599527764646,0.000761634616366298,0.00338284469932155,0.142864055434359,0.318649713562348,0.376008588888276,0.127788578686992,0.0279233740293816,0.00338284469932155,0.114304723885562,0.564963406523981,0.320731869590456,0.0412508316699933,0.0453572854291417,0.0923060545575516,0.658810379241517,0.0499001996007984,0.0159680638722555,0.073253493013972,0.0231536926147705,0.0708582834331337,0.0501585065151292,0,0.117194183062447,0.761789026989291,0.466603157324106,0.423398657228607,0.0504704875962361,0.0595276978510511,0
