"","taxonname","group","year","abundance","relative_abundance","relative_abundance_perc","log_abundance","group2"
"1005","Cryptochironomus_defectus","Diptera",2015,0,0,0,0,"Insect"
"1006","Cryptochironomus_defectus","Diptera",2016,0,0,0,0,"Insect"
"1007","Cryptochironomus_defectus","Diptera",2017,0,0,0,0,"Insect"
"1008","Cryptochironomus_defectus","Diptera",2020,11,0,0,2.484906649788,"Insect"
"1009","Cryptochironomus_sp.","Diptera",2010,0,0,0,0,"Insect"
"1010","Cryptochironomus_sp.","Diptera",2012,0,0,0,0,"Insect"
"1011","Cryptochironomus_sp.","Diptera",2013,0,0,0,0,"Insect"
"1012","Cryptochironomus_sp.","Diptera",2014,0,0,0,0,"Insect"
"1013","Cryptochironomus_sp.","Diptera",2015,0,0,0,0,"Insect"
"1014","Cryptochironomus_sp.","Diptera",2016,0,0,0,0,"Insect"
"1015","Cryptochironomus_sp.","Diptera",2017,0,0,0,0,"Insect"
"1016","Cryptochironomus_sp.","Diptera",2020,1,0,0,0.693147180559945,"Insect"
"1017","Cybister_lateralimarginalis_Ad.","Coleoptera",2010,0,0,0,0,"Insect"
"1018","Cybister_lateralimarginalis_Ad.","Coleoptera",2012,0,0,0,0,"Insect"
"1019","Cybister_lateralimarginalis_Ad.","Coleoptera",2013,0,0,0,0,"Insect"
"1020","Cybister_lateralimarginalis_Ad.","Coleoptera",2014,0,0,0,0,"Insect"
"1021","Cybister_lateralimarginalis_Ad.","Coleoptera",2015,0,0,0,0,"Insect"
"1022","Cybister_lateralimarginalis_Ad.","Coleoptera",2016,0,0,0,0,"Insect"
"1023","Cybister_lateralimarginalis_Ad.","Coleoptera",2017,0,0,0,0,"Insect"
"1024","Cybister_lateralimarginalis_Ad.","Coleoptera",2020,6,0,0,1.94591014905531,"Insect"
"1025","Cymatia_coleoptrata","Hemiptera",2010,0,0,0,0,"Insect"
"1026","Cymatia_coleoptrata","Hemiptera",2012,0,0,0,0,"Insect"
"1027","Cymatia_coleoptrata","Hemiptera",2013,0,0,0,0,"Insect"
"1028","Cymatia_coleoptrata","Hemiptera",2014,3,0,0,1.38629436111989,"Insect"
"1029","Cymatia_coleoptrata","Hemiptera",2015,0,0,0,0,"Insect"
"1030","Cymatia_coleoptrata","Hemiptera",2016,0,0,0,0,"Insect"
"1031","Cymatia_coleoptrata","Hemiptera",2017,0,0,0,0,"Insect"
"1032","Cymatia_coleoptrata","Hemiptera",2020,0,0,0,0,"Insect"
"1033","Cyrnus_crenaticornis","Trichoptera",2010,0,0,0,0,"EPT"
"1034","Cyrnus_crenaticornis","Trichoptera",2012,0,0,0,0,"EPT"
"1035","Cyrnus_crenaticornis","Trichoptera",2013,0,0,0,0,"EPT"
"1036","Cyrnus_crenaticornis","Trichoptera",2014,0,0,0,0,"EPT"
"1037","Cyrnus_crenaticornis","Trichoptera",2015,0,0,0,0,"EPT"
"1038","Cyrnus_crenaticornis","Trichoptera",2016,0,0,0,0,"EPT"
"1039","Cyrnus_crenaticornis","Trichoptera",2017,0,0,0,0,"EPT"
"1040","Cyrnus_crenaticornis","Trichoptera",2020,4,0,0,1.6094379124341,"EPT"
"1041","Cyrnus_flavidus","Trichoptera",2010,0,0,0,0,"EPT"
"1042","Cyrnus_flavidus","Trichoptera",2012,21,0,0,3.09104245335832,"EPT"
"1043","Cyrnus_flavidus","Trichoptera",2013,109,0,0,4.70048036579242,"EPT"
"1044","Cyrnus_flavidus","Trichoptera",2014,19,0,0,2.99573227355399,"EPT"
"1045","Cyrnus_flavidus","Trichoptera",2015,31,0,0,3.46573590279973,"EPT"
"1046","Cyrnus_flavidus","Trichoptera",2016,18,0,0,2.94443897916644,"EPT"
"1047","Cyrnus_flavidus","Trichoptera",2017,68,0,0,4.23410650459726,"EPT"
"1048","Cyrnus_flavidus","Trichoptera",2020,0,0,0,0,"EPT"
"1049","Cyrnus_insolutus","Trichoptera",2010,0,0,0,0,"EPT"
"1050","Cyrnus_insolutus","Trichoptera",2012,0,0,0,0,"EPT"
"1051","Cyrnus_insolutus","Trichoptera",2013,0,0,0,0,"EPT"
"1052","Cyrnus_insolutus","Trichoptera",2014,2,0,0,1.09861228866811,"EPT"
"1053","Cyrnus_insolutus","Trichoptera",2015,0,0,0,0,"EPT"
"1054","Cyrnus_insolutus","Trichoptera",2016,0,0,0,0,"EPT"
"1055","Cyrnus_insolutus","Trichoptera",2017,0,0,0,0,"EPT"
"1056","Cyrnus_insolutus","Trichoptera",2020,0,0,0,0,"EPT"
"1057","Cyrnus_trimaculatus","Trichoptera",2010,1,0,0,0.693147180559945,"EPT"
"1058","Cyrnus_trimaculatus","Trichoptera",2012,0,0,0,0,"EPT"
"1059","Cyrnus_trimaculatus","Trichoptera",2013,0,0,0,0,"EPT"
"1060","Cyrnus_trimaculatus","Trichoptera",2014,1,0,0,0.693147180559945,"EPT"
"1061","Cyrnus_trimaculatus","Trichoptera",2015,4,0,0,1.6094379124341,"EPT"
"1062","Cyrnus_trimaculatus","Trichoptera",2016,3,0,0,1.38629436111989,"EPT"
"1063","Cyrnus_trimaculatus","Trichoptera",2017,0,0,0,0,"EPT"
"1064","Cyrnus_trimaculatus","Trichoptera",2020,0,0,0,0,"EPT"
"1065","Dendrocoelum_lacteum","Platyhelminthes",2010,0,0,0,0,"Platyhelminthes"
"1066","Dendrocoelum_lacteum","Platyhelminthes",2012,0,0,0,0,"Platyhelminthes"
"1067","Dendrocoelum_lacteum","Platyhelminthes",2013,0,0,0,0,"Platyhelminthes"
"1068","Dendrocoelum_lacteum","Platyhelminthes",2014,0,0,0,0,"Platyhelminthes"
"1069","Dendrocoelum_lacteum","Platyhelminthes",2015,0,0,0,0,"Platyhelminthes"
"1070","Dendrocoelum_lacteum","Platyhelminthes",2016,1,0,0,0.693147180559945,"Platyhelminthes"
"1071","Dendrocoelum_lacteum","Platyhelminthes",2017,0,0,0,0,"Platyhelminthes"
"1072","Dendrocoelum_lacteum","Platyhelminthes",2020,23,0,0,3.17805383034795,"Platyhelminthes"
"1073","Deronectes_latus_Ad.","Coleoptera",2010,0,0,0,0,"Insect"
"1074","Deronectes_latus_Ad.","Coleoptera",2012,0,0,0,0,"Insect"
"1075","Deronectes_latus_Ad.","Coleoptera",2013,2,0,0,1.09861228866811,"Insect"
"1076","Deronectes_latus_Ad.","Coleoptera",2014,0,0,0,0,"Insect"
"1077","Deronectes_latus_Ad.","Coleoptera",2015,0,0,0,0,"Insect"
"1078","Deronectes_latus_Ad.","Coleoptera",2016,0,0,0,0,"Insect"
"1079","Deronectes_latus_Ad.","Coleoptera",2017,0,0,0,0,"Insect"
"1080","Deronectes_latus_Ad.","Coleoptera",2020,0,0,0,0,"Insect"
"1081","Diamesinae_Gen._sp.","Diptera",2010,0,0,0,0,"Insect"
"1082","Diamesinae_Gen._sp.","Diptera",2012,0,0,0,0,"Insect"
"1083","Diamesinae_Gen._sp.","Diptera",2013,0,0,0,0,"Insect"
"1084","Diamesinae_Gen._sp.","Diptera",2014,0,0,0,0,"Insect"
"1085","Diamesinae_Gen._sp.","Diptera",2015,1,0,0,0.693147180559945,"Insect"
"1086","Diamesinae_Gen._sp.","Diptera",2016,0,0,0,0,"Insect"
"1087","Diamesinae_Gen._sp.","Diptera",2017,0,0,0,0,"Insect"
"1088","Diamesinae_Gen._sp.","Diptera",2020,0,0,0,0,"Insect"
"1089","Dicranota_bimaculata","Diptera",2010,147,0.01,1,4.99721227376411,"Insect"
"1090","Dicranota_bimaculata","Diptera",2012,728,0.02,2,6.59167373200866,"Insect"
"1091","Dicranota_bimaculata","Diptera",2013,411,0.01,1,6.02102334934953,"Insect"
"1092","Dicranota_bimaculata","Diptera",2014,340,0.01,1,5.83188247728352,"Insect"
"1093","Dicranota_bimaculata","Diptera",2015,318,0.01,1,5.76519110278484,"Insect"
"1094","Dicranota_bimaculata","Diptera",2016,300,0.01,1,5.70711026474888,"Insect"
"1095","Dicranota_bimaculata","Diptera",2017,94,0,0,4.55387689160054,"Insect"
"1096","Dicranota_bimaculata","Diptera",2020,34,0,0,3.55534806148941,"Insect"
"1097","Dixa_sp.","Diptera",2010,7,0,0,2.07944154167984,"Insect"
"1098","Dixa_sp.","Diptera",2012,5,0,0,1.79175946922805,"Insect"
"1099","Dixa_sp.","Diptera",2013,34,0,0,3.55534806148941,"Insect"
"1100","Dixa_sp.","Diptera",2014,54,0,0,4.00733318523247,"Insect"
"1101","Dixa_sp.","Diptera",2015,45,0,0,3.8286413964891,"Insect"
"1102","Dixa_sp.","Diptera",2016,12,0,0,2.56494935746154,"Insect"
"1103","Dixa_sp.","Diptera",2017,22,0,0,3.13549421592915,"Insect"
"1104","Dixa_sp.","Diptera",2020,9,0,0,2.30258509299405,"Insect"
"1105","Dixella_sp.","Diptera",2010,0,0,0,0,"Insect"
"1106","Dixella_sp.","Diptera",2012,1,0,0,0.693147180559945,"Insect"
"1107","Dixella_sp.","Diptera",2013,0,0,0,0,"Insect"
"1108","Dixella_sp.","Diptera",2014,0,0,0,0,"Insect"
"1109","Dixella_sp.","Diptera",2015,0,0,0,0,"Insect"
"1110","Dixella_sp.","Diptera",2016,0,0,0,0,"Insect"
"1111","Dixella_sp.","Diptera",2017,0,0,0,0,"Insect"
"1112","Dixella_sp.","Diptera",2020,0,0,0,0,"Insect"
"1113","Dixidae_Gen._sp.","Diptera",2010,0,0,0,0,"Insect"
"1114","Dixidae_Gen._sp.","Diptera",2012,0,0,0,0,"Insect"
"1115","Dixidae_Gen._sp.","Diptera",2013,0,0,0,0,"Insect"
"1116","Dixidae_Gen._sp.","Diptera",2014,0,0,0,0,"Insect"
"1117","Dixidae_Gen._sp.","Diptera",2015,4,0,0,1.6094379124341,"Insect"
"1118","Dixidae_Gen._sp.","Diptera",2016,0,0,0,0,"Insect"
"1119","Dixidae_Gen._sp.","Diptera",2017,0,0,0,0,"Insect"
"1120","Dixidae_Gen._sp.","Diptera",2020,2,0,0,1.09861228866811,"Insect"
"1121","Dolichopodidae_Gen._sp.","Diptera",2010,0,0,0,0,"Insect"
"1122","Dolichopodidae_Gen._sp.","Diptera",2012,0,0,0,0,"Insect"
"1123","Dolichopodidae_Gen._sp.","Diptera",2013,12,0,0,2.56494935746154,"Insect"
"1124","Dolichopodidae_Gen._sp.","Diptera",2014,0,0,0,0,"Insect"
"1125","Dolichopodidae_Gen._sp.","Diptera",2015,0,0,0,0,"Insect"
"1126","Dolichopodidae_Gen._sp.","Diptera",2016,0,0,0,0,"Insect"
"1127","Dolichopodidae_Gen._sp.","Diptera",2017,0,0,0,0,"Insect"
"1128","Dolichopodidae_Gen._sp.","Diptera",2020,0,0,0,0,"Insect"
"1129","Dreissena_polymorpha","Bivalvia",2010,75,0,0,4.33073334028633,"Mollusc"
"1130","Dreissena_polymorpha","Bivalvia",2012,194,0,0,5.27299955856375,"Mollusc"
"1131","Dreissena_polymorpha","Bivalvia",2013,651,0.02,2,6.48004456192665,"Mollusc"
"1132","Dreissena_polymorpha","Bivalvia",2014,143,0,0,4.969813299576,"Mollusc"
"1133","Dreissena_polymorpha","Bivalvia",2015,135,0.01,1,4.91265488573605,"Mollusc"
"1134","Dreissena_polymorpha","Bivalvia",2016,267,0.01,1,5.59098698051086,"Mollusc"
"1135","Dreissena_polymorpha","Bivalvia",2017,123,0,0,4.82028156560504,"Mollusc"
"1136","Dreissena_polymorpha","Bivalvia",2020,122,0,0,4.81218435537242,"Mollusc"
"1137","Dryopidae_Gen._sp._Ad.","Coleoptera",2010,6,0,0,1.94591014905531,"Insect"
"1138","Dryopidae_Gen._sp._Ad.","Coleoptera",2012,14,0,0,2.70805020110221,"Insect"
"1139","Dryopidae_Gen._sp._Ad.","Coleoptera",2013,9,0,0,2.30258509299405,"Insect"
"1140","Dryopidae_Gen._sp._Ad.","Coleoptera",2014,0,0,0,0,"Insect"
"1141","Dryopidae_Gen._sp._Ad.","Coleoptera",2015,6,0,0,1.94591014905531,"Insect"
"1142","Dryopidae_Gen._sp._Ad.","Coleoptera",2016,92,0,0,4.53259949315326,"Insect"
"1143","Dryopidae_Gen._sp._Ad.","Coleoptera",2017,359,0.01,1,5.88610403145016,"Insect"
"1144","Dryopidae_Gen._sp._Ad.","Coleoptera",2020,791,0.02,2,6.67456139181443,"Insect"
"1145","Dugesiidae_Gen._sp.","Platyhelminthes",2010,0,0,0,0,"Platyhelminthes"
"1146","Dugesiidae_Gen._sp.","Platyhelminthes",2012,0,0,0,0,"Platyhelminthes"
"1147","Dugesiidae_Gen._sp.","Platyhelminthes",2013,0,0,0,0,"Platyhelminthes"
"1148","Dugesiidae_Gen._sp.","Platyhelminthes",2014,0,0,0,0,"Platyhelminthes"
"1149","Dugesiidae_Gen._sp.","Platyhelminthes",2015,12,0,0,2.56494935746154,"Platyhelminthes"
"1150","Dugesiidae_Gen._sp.","Platyhelminthes",2016,0,0,0,0,"Platyhelminthes"
"1151","Dugesiidae_Gen._sp.","Platyhelminthes",2017,0,0,0,0,"Platyhelminthes"
"1152","Dugesiidae_Gen._sp.","Platyhelminthes",2020,0,0,0,0,"Platyhelminthes"
"1153","Dytiscidae_Gen._sp._Ad.","Coleoptera",2010,2,0,0,1.09861228866811,"Insect"
"1154","Dytiscidae_Gen._sp._Ad.","Coleoptera",2012,2,0,0,1.09861228866811,"Insect"
"1155","Dytiscidae_Gen._sp._Ad.","Coleoptera",2013,0,0,0,0,"Insect"
"1156","Dytiscidae_Gen._sp._Ad.","Coleoptera",2014,0,0,0,0,"Insect"
"1157","Dytiscidae_Gen._sp._Ad.","Coleoptera",2015,0,0,0,0,"Insect"
"1158","Dytiscidae_Gen._sp._Ad.","Coleoptera",2016,0,0,0,0,"Insect"
"1159","Dytiscidae_Gen._sp._Ad.","Coleoptera",2017,0,0,0,0,"Insect"
"1160","Dytiscidae_Gen._sp._Ad.","Coleoptera",2020,0,0,0,0,"Insect"
"1161","Dytiscus_marginalis_Ad.","Coleoptera",2010,0,0,0,0,"Insect"
"1162","Dytiscus_marginalis_Ad.","Coleoptera",2012,6,0,0,1.94591014905531,"Insect"
"1163","Dytiscus_marginalis_Ad.","Coleoptera",2013,25,0,0,3.25809653802148,"Insect"
"1164","Dytiscus_marginalis_Ad.","Coleoptera",2014,0,0,0,0,"Insect"
"1165","Dytiscus_marginalis_Ad.","Coleoptera",2015,12,0,0,2.56494935746154,"Insect"
"1166","Dytiscus_marginalis_Ad.","Coleoptera",2016,0,0,0,0,"Insect"
"1167","Dytiscus_marginalis_Ad.","Coleoptera",2017,0,0,0,0,"Insect"
"1168","Dytiscus_marginalis_Ad.","Coleoptera",2020,5,0,0,1.79175946922805,"Insect"
"1169","Dytiscus_sp._Ad.","Coleoptera",2010,0,0,0,0,"Insect"
"1170","Dytiscus_sp._Ad.","Coleoptera",2012,3,0,0,1.38629436111989,"Insect"
"1171","Dytiscus_sp._Ad.","Coleoptera",2013,0,0,0,0,"Insect"
"1172","Dytiscus_sp._Ad.","Coleoptera",2014,0,0,0,0,"Insect"
"1173","Dytiscus_sp._Ad.","Coleoptera",2015,20,0,0,3.04452243772342,"Insect"
"1174","Dytiscus_sp._Ad.","Coleoptera",2016,4,0,0,1.6094379124341,"Insect"
"1175","Dytiscus_sp._Ad.","Coleoptera",2017,1,0,0,0.693147180559945,"Insect"
"1176","Dytiscus_sp._Ad.","Coleoptera",2020,0,0,0,0,"Insect"
"1177","Eiseniella_tetraedra","Oligochaeta",2010,0,0,0,0,"Annelid"
"1178","Eiseniella_tetraedra","Oligochaeta",2012,14,0,0,2.70805020110221,"Annelid"
"1179","Eiseniella_tetraedra","Oligochaeta",2013,0,0,0,0,"Annelid"
"1180","Eiseniella_tetraedra","Oligochaeta",2014,0,0,0,0,"Annelid"
"1181","Eiseniella_tetraedra","Oligochaeta",2015,3,0,0,1.38629436111989,"Annelid"
"1182","Eiseniella_tetraedra","Oligochaeta",2016,0,0,0,0,"Annelid"
"1183","Eiseniella_tetraedra","Oligochaeta",2017,0,0,0,0,"Annelid"
"1184","Eiseniella_tetraedra","Oligochaeta",2020,5,0,0,1.79175946922805,"Annelid"
"1185","Elmidae_Gen._sp._Ad.","Coleoptera",2010,0,0,0,0,"Insect"
"1186","Elmidae_Gen._sp._Ad.","Coleoptera",2012,0,0,0,0,"Insect"
"1187","Elmidae_Gen._sp._Ad.","Coleoptera",2013,0,0,0,0,"Insect"
"1188","Elmidae_Gen._sp._Ad.","Coleoptera",2014,0,0,0,0,"Insect"
"1189","Elmidae_Gen._sp._Ad.","Coleoptera",2015,0,0,0,0,"Insect"
"1190","Elmidae_Gen._sp._Ad.","Coleoptera",2016,0,0,0,0,"Insect"
"1191","Elmidae_Gen._sp._Ad.","Coleoptera",2017,0,0,0,0,"Insect"
"1192","Elmidae_Gen._sp._Ad.","Coleoptera",2020,11,0,0,2.484906649788,"Insect"
"1193","Elmis_aenea_Ad.","Coleoptera",2010,329,0.02,2,5.79909265446053,"Insect"
"1194","Elmis_aenea_Ad.","Coleoptera",2012,610,0.02,2,6.4150969591716,"Insect"
"1195","Elmis_aenea_Ad.","Coleoptera",2013,930,0.03,3,6.83625927727707,"Insect"
"1196","Elmis_aenea_Ad.","Coleoptera",2014,726,0.02,2,6.58892647753352,"Insect"
"1197","Elmis_aenea_Ad.","Coleoptera",2015,326,0.01,1,5.78996017089725,"Insect"
"1198","Elmis_aenea_Ad.","Coleoptera",2016,543,0.02,2,6.29894924685594,"Insect"
"1199","Elmis_aenea_Ad.","Coleoptera",2017,228,0.01,1,5.43372200355424,"Insect"
"1200","Elmis_aenea_Ad.","Coleoptera",2020,406,0.01,1,6.00881318544259,"Insect"
"1201","Elmis_sp._Ad.","Coleoptera",2010,2,0,0,1.09861228866811,"Insect"
"1202","Elmis_sp._Ad.","Coleoptera",2012,6,0,0,1.94591014905531,"Insect"
"1203","Elmis_sp._Ad.","Coleoptera",2013,4,0,0,1.6094379124341,"Insect"
"1204","Elmis_sp._Ad.","Coleoptera",2014,0,0,0,0,"Insect"
"1205","Elmis_sp._Ad.","Coleoptera",2015,212,0.01,1,5.36129216570943,"Insect"
"1206","Elmis_sp._Ad.","Coleoptera",2016,65,0,0,4.18965474202643,"Insect"
"1207","Elmis_sp._Ad.","Coleoptera",2017,52,0,0,3.97029191355212,"Insect"
"1208","Elmis_sp._Ad.","Coleoptera",2020,0,0,0,0,"Insect"
"1209","Elodes_sp._Ad.","Coleoptera",2010,2,0,0,1.09861228866811,"Insect"
"1210","Elodes_sp._Ad.","Coleoptera",2012,176,0,0,5.17614973257383,"Insect"
"1211","Elodes_sp._Ad.","Coleoptera",2013,102,0,0,4.63472898822964,"Insect"
"1212","Elodes_sp._Ad.","Coleoptera",2014,2,0,0,1.09861228866811,"Insect"
"1213","Elodes_sp._Ad.","Coleoptera",2015,6,0,0,1.94591014905531,"Insect"
"1214","Elodes_sp._Ad.","Coleoptera",2016,0,0,0,0,"Insect"
"1215","Elodes_sp._Ad.","Coleoptera",2017,50,0,0,3.93182563272433,"Insect"
"1216","Elodes_sp._Ad.","Coleoptera",2020,1,0,0,0.693147180559945,"Insect"
"1217","Eloeophila_sp.","Diptera",2010,0,0,0,0,"Insect"
"1218","Eloeophila_sp.","Diptera",2012,3,0,0,1.38629436111989,"Insect"
"1219","Eloeophila_sp.","Diptera",2013,13,0,0,2.63905732961526,"Insect"
"1220","Eloeophila_sp.","Diptera",2014,0,0,0,0,"Insect"
"1221","Eloeophila_sp.","Diptera",2015,8,0,0,2.19722457733622,"Insect"
"1222","Eloeophila_sp.","Diptera",2016,0,0,0,0,"Insect"
"1223","Eloeophila_sp.","Diptera",2017,6,0,0,1.94591014905531,"Insect"
"1224","Eloeophila_sp.","Diptera",2020,0,0,0,0,"Insect"
"1225","Elophila_sp.","Lepidoptera",2010,0,0,0,0,"Insect"
"1226","Elophila_sp.","Lepidoptera",2012,0,0,0,0,"Insect"
"1227","Elophila_sp.","Lepidoptera",2013,0,0,0,0,"Insect"
"1228","Elophila_sp.","Lepidoptera",2014,5,0,0,1.79175946922805,"Insect"
"1229","Elophila_sp.","Lepidoptera",2015,0,0,0,0,"Insect"
"1230","Elophila_sp.","Lepidoptera",2016,0,0,0,0,"Insect"
"1231","Elophila_sp.","Lepidoptera",2017,0,0,0,0,"Insect"
"1232","Elophila_sp.","Lepidoptera",2020,0,0,0,0,"Insect"
"1233","Empididae_Gen._sp.","Diptera",2010,0,0,0,0,"Insect"
"1234","Empididae_Gen._sp.","Diptera",2012,0,0,0,0,"Insect"
"1235","Empididae_Gen._sp.","Diptera",2013,32,0,0,3.49650756146648,"Insect"
"1236","Empididae_Gen._sp.","Diptera",2014,0,0,0,0,"Insect"
"1237","Empididae_Gen._sp.","Diptera",2015,0,0,0,0,"Insect"
"1238","Empididae_Gen._sp.","Diptera",2016,4,0,0,1.6094379124341,"Insect"
"1239","Empididae_Gen._sp.","Diptera",2017,0,0,0,0,"Insect"
"1240","Empididae_Gen._sp.","Diptera",2020,1,0,0,0.693147180559945,"Insect"
"1241","Enallagma_cyathigerum","Odonata",2010,0,0,0,0,"Insect"
"1242","Enallagma_cyathigerum","Odonata",2012,0,0,0,0,"Insect"
"1243","Enallagma_cyathigerum","Odonata",2013,5,0,0,1.79175946922805,"Insect"
"1244","Enallagma_cyathigerum","Odonata",2014,2,0,0,1.09861228866811,"Insect"
"1245","Enallagma_cyathigerum","Odonata",2015,0,0,0,0,"Insect"
"1246","Enallagma_cyathigerum","Odonata",2016,14,0,0,2.70805020110221,"Insect"
"1247","Enallagma_cyathigerum","Odonata",2017,3,0,0,1.38629436111989,"Insect"
"1248","Enallagma_cyathigerum","Odonata",2020,18,0,0,2.94443897916644,"Insect"
"1249","Enallagma_sp.","Odonata",2010,0,0,0,0,"Insect"
"1250","Enallagma_sp.","Odonata",2012,0,0,0,0,"Insect"
"1251","Enallagma_sp.","Odonata",2013,0,0,0,0,"Insect"
"1252","Enallagma_sp.","Odonata",2014,0,0,0,0,"Insect"
"1253","Enallagma_sp.","Odonata",2015,0,0,0,0,"Insect"
"1254","Enallagma_sp.","Odonata",2016,0,0,0,0,"Insect"
"1255","Enallagma_sp.","Odonata",2017,0,0,0,0,"Insect"
"1256","Enallagma_sp.","Odonata",2020,0,0,0,0,"Insect"
"1257","Endochironomus_sp.","Diptera",2010,0,0,0,0,"Insect"
"1258","Endochironomus_sp.","Diptera",2012,0,0,0,0,"Insect"
"1259","Endochironomus_sp.","Diptera",2013,0,0,0,0,"Insect"
"1260","Endochironomus_sp.","Diptera",2014,0,0,0,0,"Insect"
"1261","Endochironomus_sp.","Diptera",2015,0,0,0,0,"Insect"
"1262","Endochironomus_sp.","Diptera",2016,0,0,0,0,"Insect"
"1263","Endochironomus_sp.","Diptera",2017,0,0,0,0,"Insect"
"1264","Endochironomus_sp.","Diptera",2020,1,0,0,0.693147180559945,"Insect"
"1265","Endochironomus_tendens","Diptera",2010,0,0,0,0,"Insect"
"1266","Endochironomus_tendens","Diptera",2012,0,0,0,0,"Insect"
"1267","Endochironomus_tendens","Diptera",2013,0,0,0,0,"Insect"
"1268","Endochironomus_tendens","Diptera",2014,0,0,0,0,"Insect"
"1269","Endochironomus_tendens","Diptera",2015,0,0,0,0,"Insect"
"1270","Endochironomus_tendens","Diptera",2016,0,0,0,0,"Insect"
"1271","Endochironomus_tendens","Diptera",2017,0,0,0,0,"Insect"
"1272","Endochironomus_tendens","Diptera",2020,4,0,0,1.6094379124341,"Insect"
"1273","Ephemera_danica","Ephemeroptera",2010,329,0.02,2,5.79909265446053,"Ephemeroptera"
"1274","Ephemera_danica","Ephemeroptera",2012,526,0.01,1,6.26720054854136,"Ephemeroptera"
"1275","Ephemera_danica","Ephemeroptera",2013,194,0.01,1,5.27299955856375,"Ephemeroptera"
"1276","Ephemera_danica","Ephemeroptera",2014,357,0.01,1,5.8805329864007,"Ephemeroptera"
"1277","Ephemera_danica","Ephemeroptera",2015,65,0,0,4.18965474202643,"Ephemeroptera"
"1278","Ephemera_danica","Ephemeroptera",2016,177,0.01,1,5.18178355029209,"Ephemeroptera"
"1279","Ephemera_danica","Ephemeroptera",2017,91,0,0,4.52178857704904,"Ephemeroptera"
"1280","Ephemera_danica","Ephemeroptera",2020,81,0,0,4.40671924726425,"Ephemeroptera"
"1281","Ephemera_lineata","Ephemeroptera",2010,22,0,0,3.13549421592915,"Ephemeroptera"
"1282","Ephemera_lineata","Ephemeroptera",2012,0,0,0,0,"Ephemeroptera"
"1283","Ephemera_lineata","Ephemeroptera",2013,46,0,0,3.85014760171006,"Ephemeroptera"
"1284","Ephemera_lineata","Ephemeroptera",2014,35,0,0,3.58351893845611,"Ephemeroptera"
"1285","Ephemera_lineata","Ephemeroptera",2015,0,0,0,0,"Ephemeroptera"
"1286","Ephemera_lineata","Ephemeroptera",2016,4,0,0,1.6094379124341,"Ephemeroptera"
"1287","Ephemera_lineata","Ephemeroptera",2017,0,0,0,0,"Ephemeroptera"
"1288","Ephemera_lineata","Ephemeroptera",2020,0,0,0,0,"Ephemeroptera"
"1289","Ephemera_sp.","Ephemeroptera",2010,2,0,0,1.09861228866811,"Ephemeroptera"
"1290","Ephemera_sp.","Ephemeroptera",2012,6,0,0,1.94591014905531,"Ephemeroptera"
"1291","Ephemera_sp.","Ephemeroptera",2013,3,0,0,1.38629436111989,"Ephemeroptera"
"1292","Ephemera_sp.","Ephemeroptera",2014,0,0,0,0,"Ephemeroptera"
"1293","Ephemera_sp.","Ephemeroptera",2015,7,0,0,2.07944154167984,"Ephemeroptera"
"1294","Ephemera_sp.","Ephemeroptera",2016,0,0,0,0,"Ephemeroptera"
"1295","Ephemera_sp.","Ephemeroptera",2017,1,0,0,0.693147180559945,"Ephemeroptera"
"1296","Ephemera_sp.","Ephemeroptera",2020,0,0,0,0,"Ephemeroptera"
"1297","Ephemera_vulgata","Ephemeroptera",2010,39,0,0,3.68887945411394,"Ephemeroptera"
"1298","Ephemera_vulgata","Ephemeroptera",2012,145,0,0,4.98360662170834,"Ephemeroptera"
"1299","Ephemera_vulgata","Ephemeroptera",2013,266,0.01,1,5.58724865840025,"Ephemeroptera"
"1300","Ephemera_vulgata","Ephemeroptera",2014,304,0.01,1,5.72031177660741,"Ephemeroptera"
"1301","Ephemera_vulgata","Ephemeroptera",2015,130,0.01,1,4.87519732320115,"Ephemeroptera"
"1302","Ephemera_vulgata","Ephemeroptera",2016,127,0,0,4.85203026391962,"Ephemeroptera"
"1303","Ephemera_vulgata","Ephemeroptera",2017,247,0.01,1,5.51342874616498,"Ephemeroptera"
"1304","Ephemera_vulgata","Ephemeroptera",2020,211,0.01,1,5.35658627467201,"Ephemeroptera"
"1305","Ephemerella_sp.","Ephemeroptera",2010,1,0,0,0.693147180559945,"Ephemeroptera"
"1306","Ephemerella_sp.","Ephemeroptera",2012,0,0,0,0,"Ephemeroptera"
"1307","Ephemerella_sp.","Ephemeroptera",2013,0,0,0,0,"Ephemeroptera"
"1308","Ephemerella_sp.","Ephemeroptera",2014,0,0,0,0,"Ephemeroptera"
"1309","Ephemerella_sp.","Ephemeroptera",2015,0,0,0,0,"Ephemeroptera"
"1310","Ephemerella_sp.","Ephemeroptera",2016,0,0,0,0,"Ephemeroptera"
"1311","Ephemerella_sp.","Ephemeroptera",2017,0,0,0,0,"Ephemeroptera"
"1312","Ephemerella_sp.","Ephemeroptera",2020,0,0,0,0,"Ephemeroptera"
"1313","Ephydridae_Gen._sp.","Diptera",2010,0,0,0,0,"Insect"
"1314","Ephydridae_Gen._sp.","Diptera",2012,0,0,0,0,"Insect"
"1315","Ephydridae_Gen._sp.","Diptera",2013,0,0,0,0,"Insect"
"1316","Ephydridae_Gen._sp.","Diptera",2014,0,0,0,0,"Insect"
"1317","Ephydridae_Gen._sp.","Diptera",2015,0,0,0,0,"Insect"
