sample_id,site_id,site_code,date,day,month,year,trait,modality,CWM
LTR133_2016_4.10.2016,LTR133,LTR133_2016,4.10.2016,4,10,2016,tachresist,tachresist_egg,0.25
LTR133_2016_4.10.2016,LTR133,LTR133_2016,4.10.2016,4,10,2016,tachresist,tachresist_coc,0.125
LTR133_2016_4.10.2016,LTR133,LTR133_2016,4.10.2016,4,10,2016,tachresist,tachresist_hou,0
LTR133_2016_4.10.2016,LTR133,LTR133_2016,4.10.2016,4,10,2016,tachresist,tachresist_did,0.291666667
LTR133_2016_4.10.2016,LTR133,LTR133_2016,4.10.2016,4,10,2016,tachresist,tachresist_non,0.333333333
LTR133_2016_4.10.2016,LTR133,LTR133_2016,4.10.2016,4,10,2016,tachrespir,tachrespir_teg,0.361276455
LTR133_2016_4.10.2016,LTR133,LTR133_2016,4.10.2016,4,10,2016,tachrespir,tachrespir_gil,0.486607143
LTR133_2016_4.10.2016,LTR133,LTR133_2016,4.10.2016,4,10,2016,tachrespir,tachrespir_pls,0.111772487
LTR133_2016_4.10.2016,LTR133,LTR133_2016,4.10.2016,4,10,2016,tachrespir,tachrespir_spi,0.040343915
LTR133_2016_4.10.2016,LTR133,LTR133_2016,4.10.2016,4,10,2016,tachrespir,tachrespir_ves,0
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachaqua,tachaqua_egg,0.404850746
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachaqua,tachaqua_larva,0.244402985
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachaqua,tachaqua_nymph,0.087064677
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachaqua,tachaqua_adult,0.263681592
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachdisp,tachdisp_aquapass,0.430721393
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachdisp,tachdisp_aquaact,0.291915423
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachdisp,tachdisp_aerpass,0.134328358
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachdisp,tachdisp_aeract,0.143034826
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfeed,tachfeed_abs,0
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfeed,tachfeed_dpf,0
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfeed,tachfeed_shr,0.094402985
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfeed,tachfeed_scr,0.25261194
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfeed,tachfeed_fif,0.422947761
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfeed,tachfeed_pie,0.104477612
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfeed,tachfeed_pre,0.125559701
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfeed,tachfeed_par,0
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfood,tachfood_mior,0
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfood,tachfood_detl1,0.098106206
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfood,tachfood_dpg1,0.097116979
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfood,tachfood_limi,0.302889151
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfood,tachfood_lima,0.117147363
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfood,tachfood_dag1,0.03272101
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfood,tachfood_lmic,0.139554144
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfood,tachfood_lmac,0.212465147
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachfood,tachfood_vert,0
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachlifedur,tachlifedur_less1,0.542910448
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachlifedur,tachlifedur_gr1,0.457089552
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachloco,tachloco_flr,0
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachloco,tachloco_ssw,0
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachloco,tachloco_wsw,0.035074627
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachloco,tachloco_crw,0.486460554
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachloco,tachloco_bur,0.201066098
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachloco,tachloco_int,0.01641791
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachloco,tachloco_tat,0.26098081
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachloco,tachloco_pat,0
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachsize,tachsize_less0.25,0
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachsize,tachsize_0.25to0.5,0
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachsize,tachsize_0.5to1,0.358955224
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachsize,tachsize_1to2,0.513059701
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachsize,tachsize_2to4,0.126492537
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachsize,tachsize_4to8,0.001492537
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachsize,tachsize_gr8,0
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachrepcyc,tachrepcyc_less1,0.053358209
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachrepcyc,tachrepcyc_one,0.793656716
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachrepcyc,tachrepcyc_gr1,0.152985075
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachrepro,tachrepro_ovo,0.171641791
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachrepro,tachrepro_fie,0.001865672
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachrepro,tachrepro_cie,0.20460199
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachrepro,tachrepro_fic,0.614427861
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachrepro,tachrepro_frc,0
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachrepro,tachrepro_vec,0.007462687
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachrepro,tachrepro_tec,0
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachrepro,tachrepro_ase,0
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachresist,tachresist_egg,0.048507463
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachresist,tachresist_coc,0.044776119
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachresist,tachresist_hou,0
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachresist,tachresist_did,0.401119403
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachresist,tachresist_non,0.505597015
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachrespir,tachrespir_teg,0.507960199
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachrespir,tachrespir_gil,0.42238806
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachrespir,tachrespir_pls,0.034825871
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachrespir,tachrespir_spi,0.034825871
LTR133_2017_3.10.2017,LTR133,LTR133_2017,3.10.2017,3,10,2017,tachrespir,tachrespir_ves,0
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachaqua,tachaqua_egg,0.360066007
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachaqua,tachaqua_larva,0.308580858
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachaqua,tachaqua_nymph,0.148514851
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachaqua,tachaqua_adult,0.182838284
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachdisp,tachdisp_aquapass,0.348698079
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachdisp,tachdisp_aquaact,0.303879709
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachdisp,tachdisp_aerpass,0.136100792
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachdisp,tachdisp_aeract,0.211321421
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfeed,tachfeed_abs,0
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfeed,tachfeed_dpf,0.038175933
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfeed,tachfeed_shr,0.118107388
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfeed,tachfeed_scr,0.210484895
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfeed,tachfeed_fif,0.250729881
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfeed,tachfeed_pie,0.15049505
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfeed,tachfeed_pre,0.226675552
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfeed,tachfeed_par,0.005331302
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfood,tachfood_mior,0.003960396
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfood,tachfood_detl1,0.185953403
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfood,tachfood_dpg1,0.078865002
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfood,tachfood_limi,0.184209959
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfood,tachfood_lima,0.032853093
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfood,tachfood_dag1,0.071471955
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfood,tachfood_lmic,0.163753491
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfood,tachfood_lmac,0.259130721
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachfood,tachfood_vert,0.01980198
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachlifedur,tachlifedur_less1,0.573267327
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachlifedur,tachlifedur_gr1,0.426732673
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachloco,tachloco_flr,0.019189062
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachloco,tachloco_ssw,0.05049505
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachloco,tachloco_wsw,0.145685997
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachloco,tachloco_crw,0.476756247
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachloco,tachloco_bur,0.121782178
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachloco,tachloco_int,0.036492221
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachloco,tachloco_tat,0.149599246
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachloco,tachloco_pat,0
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachsize,tachsize_less0.25,0
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachsize,tachsize_0.25to0.5,0.086940123
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachsize,tachsize_0.5to1,0.323243753
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachsize,tachsize_1to2,0.256152758
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachsize,tachsize_2to4,0.236633663
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachsize,tachsize_4to8,0.097029703
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachsize,tachsize_gr8,0
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachrepcyc,tachrepcyc_less1,0.107920792
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachrepcyc,tachrepcyc_one,0.656435644
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachrepcyc,tachrepcyc_gr1,0.235643564
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachrepro,tachrepro_ovo,0.01540154
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachrepro,tachrepro_fie,0.02640264
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachrepro,tachrepro_cie,0.133663366
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachrepro,tachrepro_fic,0.493674367
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachrepro,tachrepro_frc,0.148514851
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachrepro,tachrepro_vec,0.155940594
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachrepro,tachrepro_tec,0.02640264
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachrepro,tachrepro_ase,0
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachresist,tachresist_egg,0.099009901
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachresist,tachresist_coc,0.02970297
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachresist,tachresist_hou,0
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachresist,tachresist_did,0.544554455
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachresist,tachresist_non,0.326732673
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachrespir,tachrespir_teg,0.529666538
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachrespir,tachrespir_gil,0.278378552
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachrespir,tachrespir_pls,0.04950495
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachrespir,tachrespir_spi,0.142449959
LTR133_2020_6.10.2020,LTR133,LTR133_2020,6.10.2020,6,10,2020,tachrespir,tachrespir_ves,0
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachaqua,tachaqua_egg,0.455381599
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachaqua,tachaqua_larva,0.455381599
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachaqua,tachaqua_nymph,0.016666667
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachaqua,tachaqua_adult,0.072570136
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachdisp,tachdisp_aquapass,0.342023175
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachdisp,tachdisp_aquaact,0.247289135
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachdisp,tachdisp_aerpass,0.090257353
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachdisp,tachdisp_aeract,0.320430338
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfeed,tachfeed_abs,0.003168317
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfeed,tachfeed_dpf,0.202557336
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfeed,tachfeed_shr,0.354681119
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfeed,tachfeed_scr,0.129750426
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfeed,tachfeed_fif,0.070261538
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfeed,tachfeed_pie,0.172
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfeed,tachfeed_pre,0.067427418
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfeed,tachfeed_par,0.000153846
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfood,tachfood_mior,0.005705922
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfood,tachfood_detl1,0.23526306
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfood,tachfood_dpg1,0.216548397
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfood,tachfood_limi,0.215755512
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfood,tachfood_lima,0.044161932
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfood,tachfood_dag1,0.011387013
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfood,tachfood_lmic,0.046344883
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfood,tachfood_lmac,0.223233281
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachfood,tachfood_vert,0.0016
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachlifedur,tachlifedur_less1,0.610333333
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachlifedur,tachlifedur_gr1,0.389666667
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachloco,tachloco_flr,0.00247619
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachloco,tachloco_ssw,0.001333333
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachloco,tachloco_wsw,0.145157604
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachloco,tachloco_crw,0.492338249
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachloco,tachloco_bur,0.22748206
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachloco,tachloco_int,0.102173967
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachloco,tachloco_tat,0.028617544
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachloco,tachloco_pat,0.000421053
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachsize,tachsize_less0.25,0.00187013
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachsize,tachsize_0.25to0.5,0.039296104
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachsize,tachsize_0.5to1,0.327474362
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachsize,tachsize_1to2,0.470211352
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachsize,tachsize_2to4,0.151537662
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachsize,tachsize_4to8,0.00774026
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachsize,tachsize_gr8,0.00187013
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachrepcyc,tachrepcyc_less1,0.163333333
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachrepcyc,tachrepcyc_one,0.709311795
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachrepcyc,tachrepcyc_gr1,0.127354872
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachrepro,tachrepro_ovo,0.000444444
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachrepro,tachrepro_fie,0.024613053
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachrepro,tachrepro_cie,0.717341614
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachrepro,tachrepro_fic,0.236134222
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachrepro,tachrepro_frc,0.008666667
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachrepro,tachrepro_vec,0
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachrepro,tachrepro_tec,0
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachrepro,tachrepro_ase,0.0128
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachresist,tachresist_egg,0.148554386
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachresist,tachresist_coc,0.022211765
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachresist,tachresist_hou,0
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachresist,tachresist_did,0.359288972
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachresist,tachresist_non,0.469944877
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachrespir,tachrespir_teg,0.395432512
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachrespir,tachrespir_gil,0.471138916
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachrespir,tachrespir_pls,0.059428571
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachrespir,tachrespir_spi,0.074
LTR1348_2010_7.10.2010,LTR1348,LTR1348_2010,7.10.2010,7,10,2010,tachrespir,tachrespir_ves,0
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachaqua,tachaqua_egg,0.385471704
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachaqua,tachaqua_larva,0.325109531
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachaqua,tachaqua_nymph,0.112005366
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachaqua,tachaqua_adult,0.177413399
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachdisp,tachdisp_aquapass,0.374611261
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachdisp,tachdisp_aquaact,0.230994484
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachdisp,tachdisp_aerpass,0.150249478
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachdisp,tachdisp_aeract,0.244144777
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachfeed,tachfeed_abs,0.012504067
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachfeed,tachfeed_dpf,0.166319013
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachfeed,tachfeed_shr,0.235012886
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachfeed,tachfeed_scr,0.302400812
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachfeed,tachfeed_fif,0.210833376
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachfeed,tachfeed_pie,0.035546613
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachfeed,tachfeed_pre,0.033314866
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachfeed,tachfeed_par,0.004068366
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachfood,tachfood_mior,0.017434366
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachfood,tachfood_detl1,0.234073635
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachfood,tachfood_dpg1,0.117493999
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachfood,tachfood_limi,0.351361184
LTR1348_2012_3.10.2012,LTR1348,LTR1348_2012,3.10.2012,3,10,2012,tachfood,tachfood_lima,0.140902208
